,original_index,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,CLUSTER,IMPUTED,,
12274,12274,198806024,1,B5217,SOUTH CHINA MORNING POST FINANCE,SOUTH CHINA MORNING POST FINANCE,,HONG KONG,HKG,K64,2176,0,,
13649,13649,198907046,1,B5217,SOUTH CHINA MORNING POST FINANCE,SOUTH CHINA MORNING POST FINANCE,,HONG KONG,HKG,K64,2176,0,,
14649,14649,199004035,1,B5217,SOUTH CHINA MORNING POST FINANCE LTD,SOUTH CHINA MORNING POST FINANCE LTD,,HONG KONG,HKG,K64,2175,0,,
14808,14808,199005056,1,B5218,SOUTH DRAGON SHIPPING PTE LTD,SOUTH DRAGON SHIPPING PTE LTD,,SINGAPORE,SGP,H49,2685,0,,
4722,4722,198201104,1,B5219,SOUTH EAST TANKER TRANSPORT INC,SOUTH EAST TANKER TRANSPORT INC,,UNITED STATES,USA,H52,8279,0,,
4723,4723,198201105,1,B5219,SOUTH EAST TANKER TRANSPORT INC,SOUTH EAST TANKER TRANSPORT INC,,UNITED STATES,USA,H52,8279,0,,
5151,5151,198205129,1,B5220,SOUTH INDIA SHIPPING CORPORATION,SOUTH INDIA SHIPPING CORPORATION,,INDIA,IND,H50,4055,0,,
8845,8845,198602013,1,B5221,SOUTH PACIFIC MERCHANT FINANCE LTD,SOUTH PACIFIC MERCHANT FINANCE LTD,,AUSTRALIA,AUS,K64,1940,0,,
11623,11623,198712060,1,B5222,SOUTH QUAY PLAZA PHASE 3,SOUTH QUAY PLAZA PHASE 3,,UNITED KINGDOM,GBR,I55,7974,0,,
9020,9020,198603047,1,B5223,SOUTH STAFFORDSHIRE WATER WORKS CO,SOUTH STAFFORDSHIRE WATER WORKS CO,,UNITED KINGDOM,GBR,D35,7969,1,,
10575,10575,198704093,1,B5223,SOUTH STAFFORDSHIRE WATER WORKS CO,SOUTH STAFFORDSHIRE WATER WORKS CO,,UK,GBR,D35,7969,0,,
14129,14129,198911089,1,B5224,SOUTH WEST WATER SERVICES,SOUTH WEST WATER SERVICES,,UNITED KINGDOM,GBR,D35,7977,0,,
9287,9287,198607011,1,B5225,SOUTH YARRA PROJECT - STAGE 1,SOUTH YARRA PROJECT STAGE 1,,AUSTRALIA,AUS,Unknown,7973,1,,
13177,13177,198812104,1,B5226,SOUTHAMPTON CABLE,SOUTHAMPTON CABLE,,UNITED KINGDOM,GBR,J61,6973,0,,
13291,13291,198901099,1,B5226,SOUTHAMPTON CABLE,SOUTHAMPTON CABLE,,UNITED KINGDOM,GBR,J61,6973,0,,
9033,9033,198603060,1,B5227,SOUTH EAST BANKING CORP,SOUTH EAST BANKING CORP,,UNITED STATES,USA,K64,3585,0,,
12231,12231,198805096,1,B5228,SOUTHEND PROPERTY HOLDINGS PLC,SOUTHEND PROPERTY HOLDINGS PLC,,UNITED KINGDOM,GBR,N79,8935,0,,
1298,1298,197801030,1,B5229,SOUTHERN BELLE DAIRY CO INC,SOUTHERN BELLE DAIRY CO INC,,US,USA,C10,8143,0,,
3311,3311,198010056,1,B5230,SOUTHERN CALIFORNIA EDISON COMPANY,SOUTHERN CALIFORNIA EDISON COMPANY,,UNITED STATES OF AMERICA (THE),USA,D35,3072,0,,
10710,10710,198705125,1,B5230,SOUTHERN CALIFORNIA EDISON COMPANY,SOUTHERN CALIFORNIA EDISON COMPANY,,US,USA,D35,3072,0,,
12743,12743,198809149,1,B5230,SOUTHERN CALIFORNIA EDISON,SOUTHERN CALIFORNIA EDISON,,UNITED STATES,USA,D35,3073,0,,
5619,5619,198210111,1,B5231,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,,UNITED STATES,USA,D35,2913,0,,
13715,13715,198907109,1,B5232,SOUTHERN PACIFIC TRANSPORTATION CORP,SOUTHERN PACIFIC TRANSPORTATION CORP,,UNITED KINGDOM,GBR,H49,5863,0,,
13841,13841,198908091,1,B5232,SOUTHERN PACIFIC TRANSPORTATION,SOUTHERN PACIFIC TRANSPORTATION,,US,USA,H49,5860,0,,
47,47,197401048,1,B5233,SOUTHERN PERU COPPER CORPORATION,SOUTHERN PERU COPPER CORPORATION,SCC,PERU,PER,B07,4174,0,,
361,361,197503015,1,B5233,SOUTHERN PERU COPPER CORPORATION,SOUTHERN PERU COPPER CORPORATION,,PERU,PER,B07,4174,0,,
3198,3198,198008071,1,B5233,SOUTHERN PERU COPPER CORPORATION,SOUTHERN PERU COPPER CORPORATION,,PERU,PER,B07,4174,0,,
6037,6037,198303010,1,B5234,PETROCHEMICAL INDUSTRIES CORPORATION,PETROCHEMICAL INDUSTRIES CORPORATION,,BURMA,MMR,C19,4173,0,,
8181,8181,198507046,1,B5234,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SPIC,INDIA,IND,C19,3845,0,,
9310,9310,198607034,1,B5234,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SPIC,INDIA,IND,C19,3845,0,,
5313,5313,198207073,1,B5235,SOUTHERN UNION CO,SOUTHERN UNION CO,,UNITED STATES,USA,D35,1636,0,,
5314,5314,198207074,1,B5235,SOUTHERN UNION CO,SOUTHERN UNION CO,,UNITED STATES,USA,D35,1636,0,,
5437,5437,198208112,1,B5235,SOUTHERN UNION CO,SOUTHERN UNION CO,,UNITED STATES,USA,D35,1636,0,,
7174,7174,198407099,1,B5235,SOUTHERN UNION CO,SOUTHERN UNION CO,,UNITED STATES,USA,D35,1636,0,,
7562,7562,198410099,1,B5235,SOUTHERN UNION CO,SOUTHERN UNION CO,,UNITED STATES,USA,D35,1636,0,,
14246,14246,198912090,1,B5236,SOUTHERN WATER PLC,SOUTHERN WATER PLC,,UNITED KINGDOM,GBR,D35,8740,0,,
9395,9395,198607116,1,B5237,SOUTHLAND CORP,SOUTHLAND CORP,,UNITED STATES,USA,G47,3763,0,,
11435,11435,198710131,1,B5237,SOUTHLAND CORP,SOUTHLAND CORP,,UNITED STATES,USA,G47,3763,0,,
8966,8966,198602122,1,B5238,SOUTHMARK CORP,SOUTHMARK CORP,,UNITED STATES,USA,L68,3801,0,,
10784,10784,198706050,1,B5239,SOUTHPAC INTERNATIONAL FINANCE LTD,SOUTHPAC INTERNATIONAL FINANCE LTD,,NEW ZEALAND,NZL,C31,1326,0,,
4930,4930,198203055,1,B5240,SOUTHWEST AIRLINES,SOUTHWEST AIRLINES,,UNITED STATES,USA,H51,8478,0,,
8501,8501,198510063,1,B5240,SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO,,UNITED STATES,USA,H51,8490,0,,
8754,8754,198512085,1,B5240,SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO,,UNITED STATES,USA,H51,8490,0,,
1832,1832,197811085,1,B5241,SOUTHWEST FUEL COMPANY,SOUTHWEST FUEL COMPANY,,,Unknown,Unknown,3154,3,,
7452,7452,198409101,1,B5242,SOUTH WEST GAS CORPORATION,SOUTH WEST GAS CORPORATION,,UNITED STATES,USA,D35,4078,0,,
5768,5768,198212062,1,B5243,SOUTHWESTERN ENERGY CO,SOUTHWESTERN ENERGY CO,,UNITED STATES,USA,D35,1933,0,,
7068,7068,198406067,1,B5243,SOUTHWESTERN ENERGY COMPANY,SOUTHWESTERN ENERGY COMPANY,,UNITED STATES,USA,D35,3217,0,,
772,772,197608022,1,B5244,SOUTHWIRE COMPANY,SOUTHWIRE COMPANY,,UNITED STATES OF AMERICA (THE),USA,C27,3199,0,,
1162,1162,197709035,1,B5244,SOUTHWIRE COMPANY,SOUTHWIRE COMPANY,,UNITED STATES OF AMERICA (THE),USA,C27,3199,1,,
12724,12724,198809130,1,B5245,SOVEREIGN CITY DEVELOPMENTS,SOVEREIGN CITY DEVELOPMENTS,,UNITED KINGDOM,GBR,L68,5931,0,,
6855,6855,198403051,1,B5246,SOVEREIGN OIL & GAS PLC,SOVEREIGN OIL GAS PLC,,UNITED KINGDOM,GBR,C19,3013,0,,
14413,14413,199001122,1,B5247,SOVFINANAMTRANS,SOVFINANAMTRANS,,USSR,SUN,Unknown,7655,1,,
5493,5493,198209047,1,B5248,SOYAK CONSTRUCTION AND TRADING CO,SOYAK CONSTRUCTION TRADING CO,,TURKEY,TUR,F41,1649,0,,
14468,14468,199003001,1,B5249,SP ARUBA PROPERTIES NV,SP ARUBA PROPERTIES NV,,ARUBA,ABW,Unknown,5508,1,,
3533,3533,198101073,1,B5250,SPARBANKERNAS BANK,SPARBANKERNAS BANK,,SWEDEN,SWE,K64,255,0,,
11498,11498,198711053,1,B5251,SPAREBANKEN BUSKERUD,SPAREBANKEN BUSKERUD,,NORWAY,NOR,K64,6643,0,,
12522,12522,198808053,1,B5251,SPAREBANKEN VESTFOLD,SPAREBANKEN VESTFOLD,,NORWAY,NOR,K64,6644,0,,
9347,9347,198607069,1,B5252,SPAREBANKEN MIDT-NORGE,SPAREBANKEN MIDTNORGE,,NORWAY,NOR,K64,6636,0,,
10342,10342,198703049,1,B5252,SPAREBANKEN MIDT-NORGE A/S,SPAREBANKEN MIDTNORGE AS,,NORWAY,NOR,K64,5170,0,,
12844,12844,198810078,1,B5252,SPAREBANKEN MIDT-NORGE,SPAREBANKEN MIDTNORGE,,NORWAY,NOR,K64,6636,0,,
11005,11005,198708066,1,B5253,SPAREBANKEN MORE,SPAREBANKEN MORE,,NORWAY,NOR,K64,6637,0,,
11006,11006,198708067,1,B5253,SPAREBANKEN MORE,SPAREBANKEN MORE,,NORWAY,NOR,K64,6637,0,,
9348,9348,198607070,1,B5254,SPAREBANKEN NORD,SPAREBANKEN NORD,,NORWAY,NOR,K64,6645,0,,
13132,13132,198812060,1,B5254,SPAREBANKEN NORDLAND A/S,SPAREBANKEN NORDLAND AS,,NORWAY,NOR,K64,5171,0,,
6828,6828,198403026,1,B5255,SPAREBANKEN OSLO AKERSHUS,SPAREBANKEN OSLO AKERSHUS,,NORWAY,NOR,Unknown,6646,1,,
9220,9220,198606046,1,B5256,SPAREBANKEN ROGALAND,SPAREBANKEN ROGALAND,,NORWAY,NOR,K64,6641,0,,
11969,11969,198803043,1,B5256,SPAREBANKEN ROGALAND,SPAREBANKEN ROGALAND,,NORWAY,NOR,K64,6641,0,,
10109,10109,198701063,1,B5257,SPAREBANKEN SOR,SPAREBANKEN SOR,,NORWAY,NOR,K64,6642,0,,
9622,9622,198609076,1,B5258,SPAREBANKEN VEST,SPAREBANKEN VEST,,NORWAY,NOR,K64,6640,0,,
9623,9623,198609077,1,B5258,SPAREBANKEN VEST,SPAREBANKEN VEST,,NORWAY,NOR,K64,6640,0,,
10369,10369,198703076,1,B5259,SPAREKASSEN BIKUBEN,SPAREKASSEN BIKUBEN,,SWEDEN,SWE,K64,6712,0,,
12614,12614,198809031,1,B5259,SPAREKASSEN BIKUBEN,SPAREKASSEN BIKUBEN,,DENMARK,DNK,K64,6712,0,,
10958,10958,198708019,1,B5260,SPAREKASSEN NORDJYLLAND,SPAREKASSEN NORDJYLLAND,,DENMARK,DNK,K64,6713,0,,
1067,1067,197706017,1,B5261,SPAREKASSEN SDS COPENHAGEN,SPAREKASSEN SDS COPENHAGEN,,DENMARK,DNK,K64,6716,1,,
7813,7813,198503020,1,B5261,SPAREKASSEN SDS,SPAREKASSEN SDS,,DENMARK,DNK,K64,6715,0,,
10214,10214,198702048,1,B5261,SPAREKASSEN SDS,SPAREKASSEN SDS,,DENMARK,DNK,K64,6715,0,,
12953,12953,198811026,1,B5262,SPAREKASSEN SOENDERJYLLAND,SPAREKASSEN SOENDERJYLLAND,,CHINA,CHN,K64,6714,0,,
1447,1447,197804048,1,B5263,"SPAREKASSEN SYDJYLLAND VEJLE, DENMARK",SPAREKASSEN SYDJYLLAND VEJLE DENMARK,,DENMARK,DNK,K64,6710,1,,
9431,9431,198608020,1,B5263,SPAREKASSEN SYDJYLLAND,SPAREKASSEN SYDJYLLAND,,DENMARK,DNK,K64,6711,0,,
10959,10959,198708020,1,B5263,SPAREKASSEN SYDJYLLAND,SPAREKASSEN SYDJYLLAND,,DENMARK,DNK,K64,6711,0,,
12806,12806,198810040,1,B5263,SPAREKASSEN SYDJYLLAND,SPAREKASSEN SYDJYLLAND,,DENMARK,DNK,K64,6711,0,,
14632,14632,199004022,1,B5263,SPAREKASSEN SYDJYLLAND,SPAREKASSEN SYDJYLLAND,,DENMARK,DNK,K64,6711,0,,
10012,10012,198612130,1,B5264,SPECIAL PURPOSE COMPANY,SPECIAL PURPOSE COMPANY,,UNITED KINGDOM,GBR,K64,3141,0,,
13925,13925,198909076,1,B5265,SPECIALITY SHOPS,SPECIALITY SHOPS,,UNITED KINGDOM,GBR,G47,7754,0,,
10164,10164,198701118,1,B5266,SPECTRUM ENTERTAINMENT,SPECTRUM ENTERTAINMENT,,UNITED STATES,USA,C31,7783,0,,
8401,8401,198509036,1,B5267,SPEI LEASING SPA,SPEI LEASING SPA,,ITALY,ITA,Unknown,5733,1,,
12233,12233,198805098,1,B5269,SPEYHAWK PLC,SPEYHAWK PLC,,UNITED KINGDOM,GBR,L68,8832,0,,
14731,14731,199004108,1,B5269,SPEYHAWK PLC,SPEYHAWK PLC,,UK,GBR,L68,8832,0,,
3623,3623,198102087,1,B5270,SPICER SA,SPICER SA,,BRAZIL,BRA,C29,4551,0,,
12626,12626,198809043,1,B5271,SPIE BATIGNOLLES,SPIE BATIGNOLLES,,FRANCE,FRA,F41,7696,0,,
4498,4498,198111146,1,B5272,SPIEGAL FUNDING CORPORATION,SPIEGAL FUNDING CORPORATION,,GERMANY,DEU,M73,4203,1,,
4499,4499,198111146,2,B5272,SOIEGEL INC,SOIEGEL INC,,UNITED STATES OF AMERICA (THE),USA,M73,8232,0,,
6859,6859,198403055,1,B5272,SPIEGEL FUNDING CORPORATION & SPIEGEL INC,SPIEGEL FUNDING CORPORATION SPIEGEL INC,,UNITED STATES,USA,M73,4204,1,,
9396,9396,198607117,1,B5272,SPIEGAL FUNDING CORP,SPIEGAL FUNDING CORP,,UNITED STATES,USA,M73,3648,1,,
9397,9397,198607117,2,B5272,SPIEGAL ACCEPTANCE CORP,SPIEGAL ACCEPTANCE CORP,,UNITED STATES,USA,G47,3660,0,,
13026,13026,198811097,1,B5272,SPIEGAL INC,SPIEGAL INC,,U.S.S.R,SUN,M73,8261,0,,
12232,12232,198805097,1,B5273,SPITALFIELDS DEVELOPMENTS,SPITALFIELDS DEVELOPMENTS,,UNITED KINGDOM,GBR,L68,7042,0,,
13178,13178,198812105,1,B5274,SPITALFIELDS HOLDINGS,SPITALFIELDS HOLDINGS,,UNITED KINGDOM,GBR,L68,8973,0,,
12864,12864,198810098,1,B5275,SPM ANELLA OLIMPICA DE MONTJUIC SA,SPM ANELLA OLIMPICA DE MONTJUIC SA,AOMSA,SPAIN,ESP,R90,678,0,,
10331,10331,198703038,1,B5276,SPOORWEGEN PENSIOENFONDS NV,SPOORWEGEN PENSIOENFONDS NV,,NETHERLANDS,NLD,H49,5522,0,,
5769,5769,198212063,1,B5277,SPRECHER UND SEHUH AG,SPRECHER UND SEHUH AG,,SWITZERLAND,CHE,C32,6373,0,,
8766,8766,198601010,1,B5278,SQUARE GOLD & MINERALS LTD,SQUARE GOLD MINERALS LTD,,AUSTRALIA,AUS,Unknown,2792,1,,
14216,14216,198912060,1,B5279,SRITHEPTHAI GROUP,SRITHEPTHAI GROUP,,THAILAND,THA,C22,8619,0,,
7149,7149,198407077,1,B5280,SWEDISH STEEL COMPANY,SWEDISH STEEL COMPANY,,SWEDEN,SWE,C24,5708,0,,
7539,7539,198410077,1,B5280,SWEDISH STEEL COMPANY,SWEDISH STEEL COMPANY,,SWEDEN,SWE,C24,5708,0,,
10123,10123,198701077,1,B5280,SSAB SWEDISH STEEL CORP,SSAB SWEDISH STEEL CORP,,SPAIN,ESP,C24,5712,0,,
10127,10127,198701081,1,B5280,SSAB SWEDISH STEEL CORP,SSAB SWEDISH STEEL CORP,,SWEDEN,SWE,C24,5712,0,,
981,981,197701092,1,B5281,SSANGYONG CEMENT INDUSTRIAL COMPANY,SSANGYONG CEMENT INDUSTRIAL COMPANY,,KOREA (THE DEMOCRATIC PEOPLE'S REPUBLIC OF),PRK,C23,2253,0,,
4137,4137,198108096,1,B5281,SSANGYONG CONSTRUCTION CO LTD,SSANGYONG CONSTRUCTION CO LTD,,KOREA (THE REPUBLIC OF),KOR,F41,1614,0,,
4612,4612,198112103,1,B5281,SSANGYONG CONSTRUCTION CO LTD,SSANGYONG CONSTRUCTION CO LTD,,KOREA (THE REPUBLIC OF),KOR,F41,1614,0,,
5152,5152,198205130,1,B5281,SSANGYONG CONSTRUCTION CO LTD,SSANGYONG CONSTRUCTION CO LTD,,KOREA,KOR,F41,1614,0,,
5438,5438,198208113,1,B5281,SSANGYONG CEMENT INDUSTRIAL CO LTD,SSANGYONG CEMENT INDUSTRIAL CO LTD,,SOUTH KOREA,KOR,C23,2285,0,,
6292,6292,198307036,1,B5281,SSANGYONG CONSTRUCTION CO,SSANGYONG CONSTRUCTION CO,,SOUTH KOREA,KOR,F41,1651,0,,
6884,6884,198404024,1,B5281,SSANGYONG CONSTRUCTION CO,SSANGYONG CONSTRUCTION CO,,KOREA,KOR,F41,1651,0,,
10635,10635,198705057,1,B5281,SSANGYONG CONSTRUCTION CO LTD,SSANGYONG CONSTRUCTION CO LTD,,KOREA,KOR,F42,1614,0,,
9894,9894,198612015,1,B5282,ST GEORGE BUILDING SOCIETY,ST GEORGE BUILDING SOCIETY,,AUSTRALIA,AUS,K64,5332,0,,
12783,12783,198810018,1,B5282,ST GEORGES BUILDING SOCIETY,ST GEORGES BUILDING SOCIETY,,AUSTRALIA,AUS,K64,5333,0,,
13511,13511,198906007,1,B5282,ST GEORGE BUILDING SOCIETY,ST GEORGE BUILDING SOCIETY,,AUSTRALIA,AUS,K64,5332,0,,
9514,9514,198608100,1,B5283,ST GEORGE'S COURT,ST GEORGES COURT,,UNITED KINGDOM,GBR,Unknown,7094,1,,
13348,13348,198902031,1,B5284,ST JAMES COURT HOTEL,ST JAMES COURT HOTEL,,INDIA,IND,I55,7096,0,,
7809,7809,198503016,1,B5285,ST LAWRENCE CEMENT INC,ST LAWRENCE CEMENT INC,,CANADA,CAN,C23,8345,0,,
11086,11086,198709029,1,B5286,ST MARYS PAPER INC,ST MARYS PAPER INC,,CANADA,CAN,C17,8343,0,,
8488,8488,198510050,1,B5287,ST MICHAEL FINANCE LTD,ST MICHAEL FINANCE LTD,,UNITED KINGDOM,GBR,K64,1951,0,,
9727,9727,198610051,1,B5287,ST MICHAEL FINANCE LTD,ST MICHAEL FINANCE LTD,,UNITED KINGDOM,GBR,K64,1951,0,,
12755,12755,198809161,1,B5288,ST PAULS COMPANIES,ST PAULS COMPANIES,,UNITED STATES,USA,K65,7093,0,,
3312,3312,198010057,1,B5289,ST LOUIS-SAN FRANCISCO RAILWAY,ST LOUISSAN FRANCISCO RAILWAY,,UNITED STATES OF AMERICA (THE),USA,H49,7089,0,,
11207,11207,198709123,1,B5290,STAATSOLIC MAATSCHAPPI SURINAM NV,STAATSOLIC MAATSCHAPPI SURINAM NV,,SURINAM,SUR,B06,5523,0,,
14650,14650,199004036,1,B5291,STACO INTERNATIONAL FINANCE LTD,STACO INTERNATIONAL FINANCE LTD,,HONG KONG,HKG,K64,1327,0,,
11756,11756,198801094,1,B5292,STAKIS PLC,STAKIS PLC,,UNITED KINGDOM,GBR,I55,8851,0,,
3821,3821,198105097,1,B5293,STANDARD BANK IMPORT EXPORT FINANCE CO,STANDARD BANK IMPORT EXPORT FINANCE CO,,SOUTH AFRICA,ZAF,K64,283,1,,
4274,4274,198109128,1,B5293,STANDARD BANK IMPORT AND EXPORT FINANCE COMPANY,STANDARD BANK IMPORT EXPORT FINANCE COMPANY,,SOUTH AFRICA,ZAF,K64,284,0,,
9759,9759,198611011,1,B5294,STANDARD CHARTERED BANK AUSTRALIA,STANDARD CHARTERED BANK AUSTRALIA,,AUSTRALIA,AUS,K64,384,0,,
13208,13208,198901017,1,B5294,STANDARD CHARTERED BANK (SHENZHEN),STANDARD CHARTERED BANK SHENZHEN,,CHINA,CHN,K64,348,0,,
9165,9165,198605054,1,B5295,STANDARD LIFE ASSURANCE COMPANY,STANDARD LIFE ASSURANCE COMPANY,,UNITED KINGDOM,GBR,K64,3076,0,,
6997,6997,198405085,1,B5296,STANDARD OIL COMPANY OF CALIFORNIA,STANDARD OIL COMPANY CALIFORNIA,,UNITED STATES,USA,D35,2982,0,,
81,81,197401082,1,B5297,THE STANDARD OIL COMPANY,STANDARD OIL COMPANY,,UNITED STATES OF AMERICA (THE),USA,B06,2981,0,,
4613,4613,198112104,1,B5297,STANDARD OIL OF OHIO,STANDARD OIL OHIO,SOHIO,UNITED STATES OF AMERICA (THE),USA,C19,3008,0,,
10462,10462,198703168,1,B5297,STANDARD OIL COMPANY,STANDARD OIL COMPANY,,UNITED STATES,USA,B06,2981,0,,
12946,12946,198811019,1,B5298,STANDARD TRUST CO,STANDARD TRUST CO,,CANADA,CAN,N82,5643,0,,
11466,11466,198711021,2,B5299,STANFORD PROPERTIES LTD,STANFORD PROPERTIES LTD,,CHINA,CHN,L68,2643,0,,
13716,13716,198907110,1,B5300,STANHOPE GRAYS INN,STANHOPE GRAYS INN,,UNITED KINGDOM,GBR,I55,7740,0,,
14841,14841,199005081,1,B5301,STANLEY LEISURE ORGANISATION PLC,STANLEY LEISURE ORGANISATION PLC,,UNITED KINGDOM,GBR,R92,8753,0,,
12814,12814,198810048,1,B5302,STANMAN,STANMAN,,HONG KONG,HKG,Unknown,7598,1,,
5439,5439,198208114,1,B5304,STAR NAVIGATION COMPANY LTD,STAR NAVIGATION COMPANY LTD,,CANADA,CAN,C32,3288,0,,
7642,7642,198411072,1,B5305,STAR REALTY DEVELOPMENT SDN BHD,STAR REALTY DEVELOPMENT SDN BHD,,MALAYSIA,MYS,L68,3974,0,,
5153,5153,198205131,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
5154,5154,198205132,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
7099,7099,198407030,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
7490,7490,198410031,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
8081,8081,198506026,1,B5306,STATE BANK OF INDIA (TOKYO),STATE BANK INDIA TOKYO,,INDIA,IND,K64,372,0,,
9929,9929,198612049,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
9930,9930,198612050,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
11338,11338,198710044,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
11339,11339,198710045,1,B5306,STATE BANK OF INDIA,STATE BANK INDIA,,INDIA,IND,K64,371,0,,
8145,8145,198507010,1,B5307,STATE BANK OF NEW SOUTH WALES,STATE BANK NEW SOUTH WALES,,AUSTRALIA,AUS,K64,3854,0,,
8146,8146,198507011,1,B5307,STATE BANK OF NEW SOUTH WALES,STATE BANK NEW SOUTH WALES,,AUSTRALIA,AUS,K64,3854,0,,
8767,8767,198601011,1,B5307,STATE BANK OF NEW SOUTH WALES,STATE BANK NEW SOUTH WALES,,AUSTRALIA,AUS,K64,3854,0,,
8842,8842,198602010,1,B5307,STATE BANK OF NEW SOUTH WALES,STATE BANK NEW SOUTH WALES,,AUSTRALIA,AUS,K64,3854,0,,
8843,8843,198602011,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
9542,9542,198609008,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
9895,9895,198612016,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,AUST,AUSTRALIA,AUS,K64,375,0,,
10179,10179,198702013,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
10719,10719,198706003,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
11567,11567,198712004,1,B5308,STATE BANK OF SOUTH AUSTRALIA (LONDON),STATE BANK SOUTH AUSTRALIA LONDON,,AUSTRALIA,AUS,K64,376,0,,
12133,12133,198805004,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
12477,12477,198808008,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
12781,12781,198810016,1,B5308,STATE BANK OF SOUTH AUSTRALIA,STATE BANK SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64,375,0,,
9538,9538,198609004,1,B5309,COMMISSIONERS OF THE STATE BANK OF VICTORIA,COMMISSIONERS STATE BANK VICTORIA,,AUSTRALIA,AUS,K64,307,0,,
9539,9539,198609005,1,B5309,COMMISSIONERS OF THE STATE BANK OF VICTORIA,COMMISSIONERS STATE BANK VICTORIA,,AUSTRALIA,AUS,K64,307,0,,
13081,13081,198812010,1,B5309,STATE BANK OF VICTORIA,STATE BANK VICTORIA,,AUSTRALIA,AUS,K64,308,0,,
3444,3444,198012068,1,B5310,SLATE ELECTRICITY COMMISSION OF QUEENSLAND AND METROPOLITAN TRANSIT AUTHORITY,SLATE ELECTRICITY COMMISSION QUEENSLAND METROPOLITAN TRANSIT AUTHORITY,,AUSTRALIA,AUS,D35,4916,0,,
3822,3822,198105098,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,4906,0,,
5699,5699,198211071,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,4906,0,,
5700,5700,198211072,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,4906,0,,
6453,6453,198311008,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,4906,0,,
7188,7188,198408004,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,4906,0,,
1429,1429,197804030,2,B5311,THE STATE ELECTRICITY COMMISSION OF VICTORIA,STATE ELECTRICITY COMMISSION VICTORIA,,AUSTRALIA,AUS,D35,4907,0,,
1448,1448,197804049,1,B5311,STATE ELECTRICITY COMMISSION OF VICTORIA,STATE ELECTRICITY COMMISSION VICTORIA,,AUSTRALIA,AUS,D35,4907,0,,
3362,3362,198011047,1,B5311,STATE ELECTRICITY COMMISSION OF VICTORIA,STATE ELECTRICITY COMMISSION VICTORIA,,AUSTRALIA,AUS,D35,4907,0,,
5701,5701,198211073,1,B5311,STATE ELECTRICITY SUPPLY COMMISSION OF VICTORIA,STATE ELECTRICITY SUPPLY COMMISSION VICTORIA,,AUSTRALIA,AUS,D35,4908,0,,
