,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
16139,197501390,1,B4763,RUDNICI I INDUSTRIJA ZA NIKEL,FENI,YUGOSLAVIA,YUG,B07,,,1
16140,197501391,1,B1650,CREOLE PETROLEUM CORPORATION,,VENEZUELA,VEN,C19,,,0
16141,197501392,1,B0545,BANCO CENTRAL DEL URUGUAY,,URUGUAY,URY,K64,,,0
16142,197501393,1,B0680,BANK OF FOREIGN TRADE OF VIET NAM,,VIET NAM,VNM,K64,,,0
16143,197501394,1,B0679,BANK FOR FOREIGN TRADE OF THE U.S.S.R.,,USSR,SUN,K64,,,0
16144,197501395,1,B0679,BANK FOR FOREIGN TRADE OF THE U.S.S.R.,,USSR,SUN,K64,,,0
16145,197501396,1,B0679,BANK FOR FOREIGN TRADE OF THE U.S.S.R.,,USSR,SUN,K64,,,0
16146,197501397,1,B3023,INTERNATIONAL CORP FOR INVESTMENT IN YUGOSLAVIA,IICY,YUGOSLAVIA,YUG,U99,,,0
16147,197501398,1,B4762,RUDARSKO METALURSKI KOMBINET ZENICA,,YUGOSLAVIA,YUG,C24,,,0
16148,197501399,1,B2636,ZAIRE GULF OIL,,ZAIRE,ZAR,O84,,,0
16149,197501400,1,B3928,NCHANGA CONSOLIDATED COPPER MINES,,ZAMBIA,ZMB,B07,,,0
16150,197501401,1,B4713,ROAN CONSOLIDATED MINES,,ZAMBIA,ZMB,B07,,,0
16151,197501402,1,B0061,ADELA INTERNATIONAL FINANCING,,SPAIN,ESP,K64,,,0
16152,197501403,1,B1940,ELF NORGE A/S,,NORWAY,NOR,D35,,,0
16153,197501403,2,B1940,ELF OIL EXPLORATION AND PRODUCTION (U.K.) LTD.,,UNITED KINGDOM,GBR,B06,,,0
16154,197501403,3,B4032,NORK HYDUKSJON A/S,,NORWAY,NOR,,,,1
16155,197501403,4,B1448,TOTAL MARINE NORSK A/S,,NORWAY,NOR,N77,,,0
16156,197501403,5,B1448,TOTAL OIL MARINE LTD.,,UNITED KINGDOM,GBR,D35,,,0
16157,197501404,1,B0216,ALUFINANCE AND TRADE LTD,,BORROWERS UNALLOCATED BY COUNTRY,,M74,,,2
16158,197601001,1,B0117,AGUA Y ENERGIA ELECTRICA,AYEE,ARGENTINA,ARG,D35,,,0
16159,197601001,2,B4951,SERVICIOS ELECTRICOS DEL GRAN BUENOS AIRES,SEGBA,ARGENTINA,ARG,D35,,,0
16160,197601002,1,B2454,REPUBLIC OF BOLIVIA,,BOLIVIA,BOL,O84,,,0
16161,197601003,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE,,BRAZIL,BRA,D35,,,0
16162,197601004,1,B2457,STATE OF SANTA CATARINA,,BRAZIL,BRA,O84,,,0
16163,197601005,1,B2457,STATE OF SAO PAULO,,BRAZIL,BRA,O84,,,0
16164,197601006,1,B2181,FIAT AUTOMOVEIS S.A,,BRAZIL,BRA,C29,,,0
16165,197601006,2,B2268,FMB S.A,,BRAZIL,BRA,J63,,,0
16166,197601007,1,B2457,STATE OF MINAS GERAIS,,BRAZIL,BRA,O84,,,0
16167,197601008,1,B5383,SUPERINTENDENCIA NACIONAL DA MARINHA MERCANTE,,BRAZIL,BRA,O84,,,0
16168,197601009,1,B0981,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,0
16169,197601010,1,B0981,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,0
16170,197601011,1,B2522,REPUBLIC OF THE CAMEROON,,CAMEROON,CMR,O84,,,0
16171,197601012,1,B1292,CHINESE PETROLEUM CORP,,TAIWAN,TWN,D35,,,0
16172,197601013,1,B1269,CHINA AIRLINOS,,TAIWAN,TWN,H51,,,0
16173,197601014,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,0
16174,197601015,1,B2516,REPUBLIC OF ECUADOR,,ECUADOR,ECU,O84,,,0
16175,197601016,1,B1034,CAISSE NATIONALE DE TELECOMMUNICATIONS,,FRANCE,FRA,O84,,,0
16176,197601017,1,B4881,SAUNIER-DUVAL,,FRANCE,FRA,C28,,,0
16177,197601018,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,,,0
16178,197601019,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,,,0
16179,197601020,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,,,0
16180,197601021,1,B2475,REPUBLIC OF GUATEMALA,,GUATEMALA,GTM,O84,,,0
16181,197601022,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16182,197601023,1,B2091,EUROPEAN ECONOMIC COMMUNITY,,INTERNATIONAL ORGANIZATIONS,,U99,,,2
16183,197601024,1,B3026,INTERNATIONAL INVESTMENT BANK,,USSR,SUN,U99,,,2
16184,197601025,1,B3019,INTERNATIONAL BANK OF IRAN AND JAPAN,,IRAN,IRN,U99,,,1
16185,197601026,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,,IRAN,IRN,K64,,,0
16186,197601027,1,B0722,BANK SANAYE,,IRAN,IRN,K64,,,1
16187,197601028,1,B1771,DEVELOPMENT AND INVESTMENT BANK OF IRAN,,IRAN,IRN,K64,,,1
16188,197601029,1,B2924,INDUSTRIAL CREDIT BANK,,IRAN,IRN,K64,,,0
16189,197601030,1,B3898,NATIONAL IRANIAN TANKER,NITC,IRAN,IRN,D35,,,0
16190,197601031,1,B2924,INDUSTRIAL CREDIT BANK,,IRAN,IRN,K64,,,0
16191,197601032,1,B4921,SEASPEED FERRIES INTERNATIONAL,,IRELAND,IRL,H50,,,0
16192,197601033,1,B4159,OLIVETTI INTERNATIONAL,,ITALY,ITA,C26,,,0
16193,197601034,1,B2487,MINISTRY OF FINANCE OF IVORY COAST,,IVORY COAST,CIV,O84,,,0
16194,197601035,1,B2487,REPUBLIC OF THE IVORY COAST,,IVORY COAST,CIV,O84,,,0
16195,197601036,1,B5124,SOCIETE DE GESTION FINANCIERE DE L'HABITAT,SOGFIHA,IVORY COAST,CIV,O84,,,0
16196,197601037,1,B0180,ALIOTH TRANSPORT,,JAPAN,JPN,H49,,,0
16197,197601038,1,B0277,AMUNDSEN MARINE,,JAPAN,JPN,H50,,,0
16198,197601039,1,B3774,MITSUI & CO EUROPE (NETHERLANDS) BV,,JAPAN,JPN,C24,,,0
16199,197601040,1,B6050,Y.S. LINE (CAYMAN),,JAPAN,JPN,N82,,,0
16200,197601041,1,B0865,BLUEBIRD NAVIGATION,,JAPAN,JPN,H27,,,0
16201,197601042,1,B4411,N.S. PIONEER MARITIME INC. OF LIBERIA,,JAPAN,JPN,H50,,,0
16202,197601043,1,B1878,ECONOMIC PLANNING BOARD,,KOREA,KOR,O84,,,0
16203,197601044,1,B2517,REPUBLIC OF KOREA,,KOREA,KOR,O84,,,0
16204,197601045,1,B1878,ECONOMIC PLANNING BOARD,,KOREA,KOR,O84,,,0
16205,197601046,1,B4944,SEOUL PLAZA HOTEL,,KOREA,KOR,I55,,,0
16206,197601047,1,B5570,TONG YANG CEMENT MANUFACTUR-ING CO. LTD,,KOREA,KOR,C32,,,0
16207,197601048,1,B2597,GRUPO DEL VIDRIO DE MONTERREY,,MEXICO,MEX,C24,,,0
16208,197601049,1,B3850,NACIONAL FINANCIERA S.A.,,MEXICO,MEX,O84,,,0
16209,197601050,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS,,MEXICO,MEX,O84,,,0
16210,197601051,1,B1504,COMPANIA NACIONAL DE SUBSISTANCIAS POPULARES,,MEXICO,MEX,C10,,,0
16211,197601052,1,B4139,OFFSHORE MINING,,NEW ZEALAND,NZL,C24,,,0
16212,197601053,1,B1943,ELKEM-SPIGERVERKET,,NORWAY,NOR,C20,,,0
16213,197601054,1,B2437,GOLAR GAS CARRIERS,,NORWAY,NOR,H50,,,0
16214,197601055,1,B5408,A/S SYDVARANGER,,NORWAY,NOR,B07,,,0
16215,197601056,1,B4798,SAGA PETROKJEMI,,NORWAY,NOR,D35,,,0
16216,197601057,1,B0008,A PRIVATE DAIRY COMPANY,,OMAN,OMN,,,,1
16217,197601058,1,B1179,CENTRAL BANK OF THE PHILIPPINES,,PHILIPPINES,PHL,K64,,,0
16218,197601059,1,B1774,DEVELOPMENT BANK OF THE PHILIPPINES,,PHILIPPINES,PHL,K64,,,0
16219,197601060,1,B3911,NATIONAL POWER CORPORATION,,PHILIPPINES,PHL,D35,,,0
16220,197601061,1,B0683,BANK HANDLOWY W WARSZAWIE S.A.,,POLAND,POL,K64,,,0
16221,197601062,1,B0683,BANK HANDLOWY W WARSZAWIE S.A.,,POLAND,POL,K64,,,0
16222,197601063,1,B5210,SOUTH AFRICAN RAILWAYS & HARBOURS,,SOUTH AFRICA,ZAF,O84,,,0
16223,197601064,1,B1925,ELECTRICITY SUPPLY COMMISSION,,SOUTH AFRICA,ZAF,D35,,,0
16224,197601065,1,B1494,COMPANIA ARRENDATARIA DEL MONOPOLIO DE PETROLEOS,CAMPSA,SPAIN,ESP,D35,,,0
16225,197601066,1,B2317,FUERZAS ELECTRICAS DEL NORODESTS,FENOSA,SPAIN,ESP,D35,,,0
16226,197601067,1,B5092,SOCIEDAD GENERAL DE AGUAS DE BARCELONA,,SPAIN,ESP,O84,,,0
16227,197601068,1,B0469,AUTOPISTAS DE CATALUNAY ARAGON CONCESIONARIA ESPANOLA S.A,ACASA,SPAIN,ESP,O84,,,0
16228,197601069,1,B2039,EQUIPOS NUCLEARES,,SPAIN,ESP,C28,,,0
16229,197601070,1,B2052,ERIKSBERGS MEKANISKA VERKSTADS,,SWEDEN,SWE,C29,,,0
16230,197601071,1,B3523,LUOSSAVAARA-KIIRUNAVAARA AB,,SWEDEN,SWE,B07,,,0
16231,197601072,1,B0010,STATENS SKOGSINDUSTRIER,,SWEDEN,SWE,C16,,,0
16232,197601073,1,B2535,KINGDOM OF THAILAND,,THAILAND,THA,O84,,,0
16233,197601074,1,B2543,H.H. RULER OF DUBAI,,UNITED ARAB EMIRATES,ARE,O84,,,0
16234,197601075,1,B4115,OCCIDENTAL OF SCOTLAND,,UNITED KINGDOM,GBR,D35,,,0
16235,197601076,1,B4203,OVERSEAS DRILLING,,UNITED KINGDOM,GBR,Q86,,,0
16236,197601077,1,B5540,THOMSON NORTH SEA FINANCE LTD.,,UNITED KINGDOM,GBR,K64,,,0
16237,197601078,1,B5540,THOMSON NORTH SEA LTD.,,UNITED KINGDOM,GBR,D35,,,0
16238,197601079,1,B1013,CABLE TRUST,,UNITED KINGDOM,GBR,,,,1
16239,197601080,1,B5623,TRICENTROL THISTLE DEVELOPMENT LTD.,,UNITED KINGDOM,GBR,B06,,,1
16240,197601081,1,B3492,LOCTITE CORPORATION,,UNITED STATES,USA,C32,,,0
16241,197601082,1,B3492,LOCTITE CORPORATION,,UNITED STATES,USA,C32,,,0
16242,197601083,1,B0064,"ADMINISTRACION NACIONAL DE COMBUSTIBLES, ALCOHOL Y PORTLAND",,URUGUAY,URY,C19,,,0
16243,197601084,1,B5833,VENEZOLANA DE FERROALEACIONES BOZEL C.A.,,VENEZUELA,VEN,C32,,,1
16244,197601085,1,B0061,ADELA INTERNATIONAL FINANCING CO. S.A.,,SPAIN,ESP,K64,,,0
16245,197601086,1,B1940,ELF NORGE,,NORWAY,NOR,D35,,,0
16246,197601086,2,B1940,ELF OIL EXPLORATION AND PRODUCTION (U.K.) LTD.,,UNITED KINGDOM,GBR,B06,,,0
16247,197601086,3,B1448,TOTAL MARINE NORSK,,NORWAY,NOR,N77,,,0
16248,197601086,4,B1448,TOTAL OIL MARINE LTD.,,UNITED KINGDOM,GBR,D35,,,0
16249,197601086,5,B1940,AQUITAINE NORGE,,NORWAY,NOR,B06,,,1
16250,197601086,6,B1940,AQUITAIN OIL (U.K.) LTD.,,UNITED KINGDOM,GBR,D35,,,0
16251,197601086,7,B4040,NORSK HYDRO PRODUKSJON.,,NORWAY,NOR,C24,,,0
16252,197601087,1,B4696,RICHARD BAY IRON AND TITANIUM,,SOUTH AFRICA,ZAF,M70,,,0
16253,197601088,1,B5166,SOCIETE NATIONALE DES INDUSTRIES TEXTILES,,ALGERIA,DZA,O84,,,0
16254,197601089,1,B5197,SONATRACH,,ALGERIA,DZA,D35,,,0
16255,197601090,1,B2454,REPUBLIC OF BOLIVIA,,BOLIVIA,BOL,O84,,,0
16256,197601091,1,B0086,AEROPORTO DE RIO DE JANEIRO,,BRAZIL,BRA,H51,,,0
16257,197601092,1,B1317,COMPANHIA DO METROPOLITANO DE RIO DE JANEIRO,,BRAZIL,BRA,H49,,,0
16258,197601093,1,B1884,EDITORU DO GUIAS LTB,,BRAZIL,BRA,M74,,,0
16259,197601094,1,B2050,ERICSSON DO BRASIL COMERCIO O INDUSTRIE,,BRAZIL,BRA,J63,,,0
16260,197601095,1,B3750,MINERACAO RIO DE NORTE,,BRAZIL,BRA,B07,,,0
16261,197601096,1,B5466,TELECOMMUNICACOES DO RIO DE JANEIRO,,BRAZIL,BRA,J61,,,0
16262,197601097,1,B5469,EMPRESA BRASILEIRA DE TELECOMUNICACOES,EMBRATEL,BRAZIL,BRA,J61,,,0
16263,197601098,1,B4360,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,B06,,,0
16264,197601099,1,B2457,STATE OF SANTA CATARINA,,BRAZIL,BRA,O84,,,0
16265,197601100,1,B2457,STATE OF BAHIA,,BRAZIL,BRA,O84,,,0
16266,197601101,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,K64,,,0
16267,197601102,1,B4704,RIO TELEPHONE,,BRAZIL,BRA,,,,1
16268,197601103,1,B5383,SUPERINTENDENCIA NACIONAL DA MARINHA MERCANTE,,BRAZIL,BRA,O84,,,0
16269,197601104,1,B5154,SOCIETE NATIONALE D'INVESTMENT,,CAMEROON,CMR,K64,,,0
16270,197601105,1,B3541,MACMILLAN BLOEDEL,,CANADA,CAN,C17,,,0
16271,197601106,1,B2460,PROVINCE OF MANITOBA,,CANADA,CAN,O84,,,0
16272,197601107,1,B0539,CENTRAL BANK OF CHILE,,CHILE,CHL,K64,,,0
16273,197601108,1,B1288,CHINA STEEL CORP.,,TAIWAN,TWN,C24,,,0
16274,197601109,1,B1269,CHINA AIRLINES,,TAIWAN,TWN,H51,,,0
16275,197601110,1,B1288,CHINA STEEL CORP.,,TAIWAN,TWN,C24,,,0
16276,197601111,1,B0632,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,,,0
16277,197601112,1,B2200,FINANSIERINGSINSTITUTTET FOR INDUSTRI & HANDVERK,,DENMARK,DNK,O84,,,0
16278,197601113,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,0
16279,197601114,1,B5083,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS,,ECUADOR,ECU,C32,,,0
16280,197601115,1,B1150,CEMENTO DE EL SALVADOR S.A.,,EL SALVADOR,SLV,C32,,,0
16281,197601116,1,B5677,UCL SECURITIES,,FRANCE,FRA,K64,,,1
16282,197601117,1,B1916,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,0
16283,197601118,1,B1765,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,0
16284,197601119,1,B1765,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,0
16285,197601120,1,B1601,CORPORATION HONDURENA DEL BANANO,,HONDURAS,HND,C10,,,0
16286,197601121,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16287,197601122,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16288,197601123,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16289,197601124,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16290,197601125,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
16291,197601126,1,B0095,AFRICAN DEVELOPMENT BANK,,INTERNATIONAL ORGANIZATIONS,,K64,,,2
16292,197601127,1,B1168,CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,CABEI,HONDURAS,HND,K64,,,2
16293,197601128,1,B3026,INTERNATIONAL INVESTMENT BANK,,USSR,SUN,U99,,,2
16294,197601129,1,B2924,INDUSTRIAL CREDIT BANK,,IRAN,IRN,K64,,,0
16295,197601130,1,B3897,NATIONAL IRANIAN PETROCHEMICAL,,IRAN,IRN,D35,,,0
16296,197601131,1,B4277,PARSYLON,,IRAN,IRN,F41,,,0
16297,197601132,1,B2487,REPUBLIC OF THE IVORY COAST,,IVORY COAST,CIV,O84,,,0
16298,197601133,1,B5183,SODESUCRE,,IVORY COAST,CIV,O84,,,0
16299,197601134,1,B3130,JAMAICA TELEPHONE COMPANY,,JAMAICA,JAM,J61,,,0
16300,197601135,1,B2914,INDUS SHIPPING,,JAPAN,JPN,H50,,,0
16301,197601136,1,B4068,NORTHERN ISLANDERS SHIPPING,,JAPAN,JPN,H50,,,1
16302,197601137,1,B1676,CYGNUS BULK CARRIERS,,JAPAN,JPN,H50,,,0
16303,197601138,1,B0910,BRAVE TRANSPORT,,JAPAN,JPN,H50,,,0
16304,197601139,1,B2309,FRIENDSHIP CARRIER,,JAPAN,JPN,H49,,,1
16305,197601140,1,B3312,KOREAN CONSTRUCTION INDUSTRY,,KOREA,KOR,F43,,,1
16306,197601141,1,B4431,POHANG IRON & STEEL,,KOREA,KOR,C24,,,0
16307,197601142,1,B3285,KOREA DEVELOPMENT BANK,,KOREA,KOR,K64,,,0
16308,197601143,1,B3286,KOREA DEVELOPMENT FINANCE CORP,,KOREA,KOR,K64,,,0
16309,197601144,1,B3286,KOREA DEVELOPMENT FINANCE GORP,,KOREA,KOR,K64,,,0
16310,197601145,1,B4467,POWER CABLES MALAYSIA SDN. BERHAD,,MALAYSIA,MYS,C27,,,0
16311,197601146,1,B2494,GOVERNMENT OF MALAYSIA,,MALAYSIA,MYS,O84,,,0
16312,197601147,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,,,0
16313,197601148,1,B3850,NACIONAL FINANCIERA,,MEXICO,MEX,O84,,,0
16314,197601149,1,B4363,PETROLEOS MEXICANOS,PEMEX,MEXICO,MEX,D35,,,0
16315,197601150,1,B2861,HYLSA DE MEXICO,,MEXICO,MEX,C24,,,0
16316,197601151,1,B2497,KINGDOM OF MOROCCO,,MOROCCO,MAR,O84,,,0
16317,197601152,1,B3371,LA CELLULOSE DU MAROC,,MOROCCO,MAR,C16,,,0
16318,197601153,1,B3534,MAASVLAKTE OLIE TERMINAL C.V.,,NETHERLANDS,NLD,C31,,,0
16319,197601154,1,B4040,NORSK HYDRO A/S,,NORWAY,NOR,D35,,,0
16320,197601155,1,B4798,SAGA PETROKJEMI,,NORWAY,NOR,D35,,,0
16321,197601156,1,B5316,STATOIL,,NORWAY,NOR,D35,,,0
16322,197601157,1,B1592,CORPORACION AZUCARERA LA VICTORIA,,PANAMA,PAN,C10,,,0
16323,197601158,1,B4681,REPUBLIC OF PANAMA,,PANAMA,PAN,O84,,,0
16324,197601159,1,B1974,EMPRESA ESTATAL DE CEMENTO BAYANO,,PANAMA,PAN,C32,,,0
16325,197601160,1,B1979,EMPRESA MINERA DEL CENTRO DE PERU,,PERU,PER,B07,,,0
16326,197601161,1,B4388,PHILIPPINE NATIONAL OIL,,PHILIPPINES,PHL,D35,,,0
16327,197601162,1,B1179,CENTRAL BANK OF THE PHILIPPINES,,PHILIPPINES,PHL,K64,,,0
16328,197601163,1,B0683,BANK HANDLOWY W WARSZAWIE,,POLAND,POL,K64,,,0
16329,197601164,1,B5723,UNION OF NON-ORGANIC CHEMICAL INDUSTRIES,,POLAND,POL,O84,,,0
16330,197601165,1,B2440,GOVERNMENT DEVELOPMENT BANK OF PUERTO RICO,,PUERTO RICO,PRI,K64,,,0
16331,197601166,1,B5209,SOUTH AFRICAN IRON AND STEEL,ISCOR,SOUTH AFRICA,ZAF,C24,,,0
16332,197601167,1,B0497,BABOCK & WILCOX ESPANOLA,,SPAIN,ESP,D35,,,0
16333,197601168,1,B1494,COMPANIA ARRENDATARIA DEL MONOPOLIO DE PETROLEOS,CAMPSA,SPAIN,ESP,D35,,,0
16334,197601169,1,B1499,COMPANIA GENERAL DE ASFALTOS Y PORTLAND ASLAND,,SPAIN,ESP,C32,,,0
16335,197601170,1,B3396,LAMINACIONES DE LESACA,,SPAIN,ESP,C24,,,0
16336,197601171,1,B0020,GOTAVERKEN,,SWEDEN,SWE,C29,,,0
16337,197601172,1,B2852,HUSQVARNA,,SWEDEN,SWE,C28,,,0
16338,197601173,1,B5665,TURKIYE SINAI KALKINMA BANKASI A.S.,TSKB,TURKEY,TUR,K64,,,0
16339,197601174,1,B4618,RANGER OIL (U.K.),,UNITED KINGDOM,GBR,D35,,,0
16340,197601175,1,B0947,UNITED KINGDOM POST OFFICE,,UNITED KINGDOM,GBR,S96,,,0
16341,197601176,1,B2892,IMPERIAL CHEMICAL INDUSTRIES,,UNITED KINGDOM,GBR,C20,,,0
16342,197601177,1,B4570,PUGET SOUND POWER & LIGHT CO.,,UNITED STATES,USA,D35,,,0
16343,197601178,1,B5244,SOUTHWIRE,,UNITED STATES,USA,C27,,,0
16344,197601179,1,B3483,LITTON INDUSTRIES INTERNATIONAL,,UNITED STATES,USA,C32,,,0
16345,197601180,1,B3846,NAARDEN INC U.S.A.,,UNITED STATES,USA,N81,,,0
16346,197601181,1,B4945,SEQUOIA MARINE CORP,,UNITED STATES,USA,H50,,,0
16347,197601182,1,B1778,DEVON,,UNITED STATES,USA,C19,,,0
16348,197601183,1,B3036,INTERNATIONAL SYSTEMS AND CONTROLS,,UNITED STATES,USA,K64,,,0
16349,197601184,1,B5244,SOUTHWIRE,,UNITED STATES,USA,C27,,,0
16350,197601185,1,B0573,BANCO DE LOS TRABAJADORES DE VENEZUELA,,VENEZUELA,VEN,K64,,,0
16351,197601186,1,B3051,INVERSIONISTA DEL TRANSPORTE,,VENEZUELA,VEN,O84,,,0
16352,197601187,1,B0997,C.A. VENEZOLANO DE DESARROLLO SOCIEDAD FINANCIERA,,VENEZUELA,VEN,K64,,,0
16353,197601188,1,B4140,OFFSHORE SUPPLY ASSOCIATION,,GERMANY,DEU,H50,,,0
16354,197601189,1,B1455,COMPAGNIE MINIERE D'AKOUTA,,NIGER,NER,B07,,,0
16355,197601190,1,B1557,CONTINENTAL ELECTRONICS MFG. CO,,UNITED STATES,USA,C26,,,0
16356,197601190,2,B1885,EDOK SA,,GREECE,GRC,C32,,,0
16357,197601190,3,B2070,ETER SA,,GREECE,GRC,M74,,,0
16358,197602001,1,B5197,SONATRACH,,ALGERIA,DZA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16359,197602002,1,B5159,SOCIETE NATIONALE DE L'ELECTRICITE ET DU GAZ,,ALGERIA,DZA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16360,197602003,1,B5161,SOCIETE NATIONALE DE SIDERURGIE (ALGERIA),,ALGERIA,DZA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16361,197602004,1,B1168,CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,,HONDURAS,HND,U99,INTERNATIONAL ORGANIZATION,INTERNATIONAL ORGANIZATION,2
16362,197602005,1,B2454,REPUBLIC OF BOLIVIA,,BOLIVIA,BOL,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16363,197602006,1,B5469,TELECOMUNICACOES DE MINAS GERAIS,,BRAZIL,BRA,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16364,197602007,1,B5470,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16365,197602008,1,B5470,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16366,197602009,1,B5470,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16367,197602010,1,B5466,TELECOMMUNICACOES DO RIO DE JANEIRO,,BRAZIL,BRA,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16368,197602011,1,B0591,BANCO DO BRASIL,,BRAZIL,BRA,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16369,197602012,1,B4647,REDE FERROVIARIA FEDERAL,,BRAZIL,BRA,H49,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16370,197602013,1,B1163,CENTRAIS ELETRICAS DE MINAS GERAIS,,BRAZIL,BRA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16371,197602014,1,B1161,FURNAS CENTRAIS ELECTRICAS,,BRAZIL,BRA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16372,197602015,1,B4360,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16373,197602016,1,B3466,LIGHT-SERVICES DE ELECTRICIDADE,,BRAZIL,BRA,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16374,197602017,1,B3466,LIGHT-SERVICES DE ELECTRICIDADE,,BRAZIL,BRA,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16375,197602018,1,B3466,LIGHT-SERVICES DE ELECTRICIDADE,,BRAZIL,BRA,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16376,197602019,1,B0912,BRAZILIAN-AMERICAN MERCHANT BANK,,BRAZIL,BRA,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16377,197602020,1,B5007,SIDERBRAS,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16378,197602021,1,B5007,SIDERBRAS,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16379,197602022,1,B5007,SIDERBRAS,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16380,197602023,1,B5007,SIDERBRAS,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16381,197602024,1,B0169,ALCAN-ALUMINIO DO BRASIL,,BRAZIL,BRA,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16382,197602025,1,B5077,SOC. FORESTIERE & IND. DE BELABO,,CAMEROON,CMR,O84,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16383,197602026,1,B2522,REPUBLIC OF THE CAMEROON,,CAMEROON,CMR,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16384,197602027,1,B4165,OLYMPIC INSTALLATION BOARD (RJO),,CANADA,CAN,U99,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC & COMMUNITY SERVICES,0
16385,197602028,1,B5006,SIDBEC-NORMINES,,CANADA,CAN,B07,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16386,197602029,1,B1269,CHINA AIRLINES,,TAIWAN,TWN,H51,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
